area,tech,bus,gen,lat,lng,dist_km,capacity,capacity_factor,cost_poi_usd_per_mw,cost_reinforcement_usd_per_mw,cost_spur_usd_per_km_mw,same_area,system_capacity
2.0,solar,bus_115,solar_6866,35.773670081975865,-113.082849386,325.26967746668254,1975.87,20.3644778352278,15000.0,163287.61,3303.7093581362155,0,540.0
2.0,solar,bus_115,solar_6870,35.816540155793106,-115.27356027885715,256.9508549899795,511.49,20.3885561933549,15000.0,191078.33,4340.889018140537,0,540.0
1.0,solar,bus_115,solar_6877,34.20294672213158,-114.39158210489474,116.20534020228334,243.36,20.323107440582152,35000.0,248843.27,14732.03952695499,1,540.0
1.0,solar,bus_115,solar_7637,34.40067281587895,-116.0482380198421,119.52928252853336,115.64,20.97164538263398,15000.0,329703.16,8637.77394621809,1,540.0
1.0,solar,bus_115,solar_8402,34.59839890962632,-116.18629267942106,144.84429686039812,800.57,20.779362880359272,35000.0,309062.75,5348.813514564577,1,540.0
1.0,solar,bus_115,solar_8406,34.59839890962632,-115.63407404110526,124.64774132316904,381.67,20.52282248996236,35000.0,307217.75,13701.886610865902,1,540.0
3.0,solar,bus_115,solar_8422,36.00605239491482,-118.878177963,426.9873885376007,1534.09,18.4643785313685,15000.0,147581.83,4738.016111105843,0,540.0
1.0,solar,bus_115,solar_8772,34.59839890962632,-115.21991006236843,121.86776342753924,1262.43,20.827260532201606,15000.0,285082.16,4698.472227915261,1,540.0
3.0,solar,bus_115,solar_8801,36.00605239491482,-118.0330194901111,371.8088901001965,1920.94,21.38626932296118,15000.0,166064.89,3150.371663040237,0,540.0
1.0,solar,bus_115,solar_9164,34.6972619565,-115.91018336026316,142.8254909419477,1370.69,20.80076673898595,15000.0,228099.69,4582.887685702328,1,540.0
3.0,solar,bus_115,solar_9554,36.09263361175185,-118.73731821751852,423.6573789009149,2675.24,19.246807189138497,35000.0,439531.4,4826.783703703703,0,540.0
2.0,solar,bus_115,solar_10302,35.94515037724483,-113.95913374314286,298.7113260021757,774.09,20.206921077184717,35000.0,88726.28,5257.520563974944,0,540.0
3.0,solar,bus_115,solar_11083,36.26579604542593,-118.1738792355926,401.7876606537549,562.63,21.704051587967797,15000.0,407670.75,4334.185178850601,0,540.0
2.0,solar,bus_115,solar_11821,36.07376059869655,-115.36118871457143,285.51617398371826,1895.69,20.33245961018209,35000.0,267489.94,4568.217359904856,0,540.0
3.0,solar,bus_115,solar_11837,36.35237726226296,-118.5260285992963,430.1506022055292,3199.82,21.280843517492393,35000.0,657265.94,3555.5323979640634,0,540.0
2.0,solar,bus_115,solar_12188,36.07376059869655,-114.48490435742858,295.73197686642385,1034.83,19.649696670386444,35000.0,345709.78,6176.704732336498,0,540.0
3.0,solar,bus_115,solar_12223,36.35237726226296,-117.3287207627037,365.18566576093326,616.44,19.899699049838656,15000.0,431066.34,4162.50411039619,0,540.0
2.0,solar,bus_115,solar_12568,36.11663067251379,-114.74778966457143,295.0847920785103,907.88,19.391389919897858,35000.0,404530.84,7771.421293493865,0,540.0
3.0,solar,bus_115,solar_12591,36.35237726226296,-117.11743114448147,355.969230149505,1283.28,20.986785155739607,35000.0,243376.78,5059.439440354808,0,540.0
2.0,solar,bus_115,solar_12954,36.159500746331034,-114.13439061457143,314.5456183394723,216.79,19.79746766913336,35000.0,467371.66,9295.096465069715,0,540.0
2.0,solar,bus_115,solar_12977,36.202370820148275,-114.923046536,302.08670243875036,422.82,19.98129969611502,35000.0,365625.44,4648.62371364967,0,540.0
2.0,solar,bus_115,solar_13734,36.28811096778276,-115.01067497171428,310.69917709373846,1435.71,20.022836093802365,35000.0,275067.38,4670.662091503268,0,540.0
2.0,solar,bus_115,solar_14502,36.3309810416,-114.923046536,316.28073686768624,1274.09,19.972700974607537,35000.0,392252.53,3317.1199651070892,0,540.0
1.0,wind,bus_116,wind_3840,32.91772711277368,-115.08185540278947,85.58978992517386,78.0,29.86654403472681,35000.0,257014.03,13494.356293888508,1,3370.0
1.0,wind,bus_116,wind_3841,32.91772711277368,-114.94380074321053,89.78225033975976,66.0,32.903536507098664,35000.0,317563.62,13922.127475281783,1,3370.0
3.0,wind,bus_116,wind_3867,34.18784684133704,-116.976571399,163.59343358192095,66.0,22.15517101019571,15000.0,550612.56,10357.109068159081,0,3370.0
3.0,wind,bus_116,wind_4614,34.274428058174074,-117.04700127174074,173.16125901880596,228.0,45.46469677479659,15000.0,542013.2,9597.691972840154,0,3370.0
3.0,wind,bus_116,wind_4625,34.361009275011114,-118.24430910833333,280.4483598182647,186.0,40.587012468578514,35000.0,411351.8,5539.314954486427,0,3370.0
1.0,wind,bus_116,wind_5738,33.01659015964737,-114.80574608363158,86.1770076293482,144.0,45.67545565294453,35000.0,185248.53,6033.371193415638,1,3370.0
3.0,wind,bus_116,wind_5759,34.534171708685186,-118.5260285992963,310.65214888799755,246.0,27.70681974270578,15000.0,579130.6,4889.942746873255,0,3370.0
3.0,wind,bus_116,wind_5762,34.534171708685186,-118.31473898107407,292.237237160438,204.0,38.767218884089594,15000.0,378539.16,11720.692783303672,0,3370.0
1.0,wind,bus_116,wind_6124,33.11545320652105,-116.324347339,111.1610747405942,60.0,52.26981609860366,35000.0,376899.84,13854.580762104344,1,3370.0
2.0,wind,bus_116,wind_6862,35.173489048534485,-114.48490435742858,184.8397818189707,42.0,49.37766374099247,35000.0,362114.1,5022.801101628039,0,3370.0
2.0,wind,bus_116,wind_6864,35.173489048534485,-114.309647486,192.06733918754065,252.0,39.248624139220354,35000.0,454195.8,4487.393906682622,0,3370.0
2.0,wind,bus_116,wind_8004,35.216359122351726,-115.01067497171428,175.27093868458857,222.0,57.02361614208024,15000.0,347759.25,3906.8795749374895,0,3370.0
1.0,wind,bus_116,wind_8011,33.31317930026842,-115.63407404110526,48.3604593431578,228.0,17.733234099813693,15000.0,124354.65,5979.508496701373,1,3370.0
1.0,wind,bus_116,wind_8026,33.31317930026842,-113.701308807,155.1098229648156,126.0,33.18933618191138,35000.0,307217.75,13701.886610865902,1,3370.0
1.0,wind,bus_116,wind_8770,33.412042347142105,-113.9774181261579,127.57427222323416,276.0,40.85052500898017,35000.0,139822.95,4952.446145236453,1,3370.0
1.0,wind,bus_116,wind_8775,33.51090539401579,-116.0482380198421,69.39738144696052,108.0,31.262503103984557,15000.0,240732.22,5543.147302292982,1,3370.0
2.0,wind,bus_116,wind_9542,35.25922919616897,-113.43336312885715,248.0494532633704,228.0,40.26782429171251,15000.0,206109.4,3636.3574772151674,0,3370.0
1.0,wind,bus_116,wind_9546,33.609768440889475,-116.18629267942106,80.30451656415372,258.0,31.322704717256308,35000.0,228112.95,6730.409007429606,1,3370.0
1.0,wind,bus_116,wind_9926,33.609768440889475,-115.7721287006842,42.14668800049124,288.0,29.121414121724055,35000.0,177124.89,5342.027528675423,1,3370.0
3.0,wind,bus_116,wind_10314,34.96707779287037,-118.38516885381482,316.65620322337384,246.0,41.28737036872091,15000.0,469507.75,3910.4721550060904,0,3370.0
3.0,wind,bus_116,wind_11080,35.05365900970741,-117.82172987188889,276.8819735190902,240.0,29.83449048851381,15000.0,473568.0,3140.1317006028785,0,3370.0
3.0,wind,bus_116,wind_11451,35.05365900970741,-117.39915063544444,245.68856906753777,216.0,31.922420034212657,35000.0,286184.66,5037.468664619892,0,3370.0
3.0,wind,bus_116,wind_11462,35.14024022654445,-118.59645847203703,342.5500442486396,72.0,30.90716157998361,15000.0,421182.88,4246.732688971792,0,3370.0
2.0,wind,bus_116,wind_12200,35.47357956525517,-115.44881715028572,201.88531989654868,282.0,35.868914710440556,35000.0,368521.7,3513.425303677313,0,3370.0
3.0,wind,bus_116,wind_12222,35.22682144338148,-118.80774809025925,364.0269519127785,180.0,7.294763642570183,15000.0,448000.2,4639.573607492375,0,3370.0
2.0,wind,bus_116,wind_13347,35.602189786706894,-115.36118871457143,215.87820173283555,240.0,31.74171522120349,35000.0,271069.88,4934.397613384755,0,3370.0
2.0,wind,bus_116,wind_13355,35.602189786706894,-114.66016122885715,224.15491373412772,258.0,46.71920613088312,35000.0,318633.25,4238.3168759567225,0,3370.0
2.0,wind,bus_116,wind_13719,35.602189786706894,-113.696248436,262.07645570245404,270.0,49.6009464184887,15000.0,369154.3,5210.298750561249,0,3370.0
2.0,wind,bus_116,wind_13723,35.602189786706894,-113.34573469314286,281.5040120788676,282.0,46.93785294623239,35000.0,342503.72,4586.018234119997,0,3370.0
2.0,wind,bus_116,wind_14115,35.645059860524135,-113.60862000028573,270.55322947450946,102.0,44.604152879739,35000.0,319696.4,5301.523045267489,0,3370.0
1.0,solar,bus_116,solar_1180,33.609768440889475,-113.9774181261579,124.52192335989562,119.51,20.66093307534744,35000.0,415575.4,10881.386489607035,1,540.0
1.0,solar,bus_116,solar_1938,33.70863148776316,-115.91018336026316,54.76535726232608,413.56,21.006451738438415,35000.0,136194.78,5589.921430933224,1,540.0
1.0,solar,bus_116,solar_2696,33.70863148776316,-114.5296367644737,73.417429954901,975.34,20.23556579392014,15000.0,326046.84,5842.262500000001,1,540.0
3.0,solar,bus_116,solar_3481,35.31340266021852,-117.54001038092592,274.06322617382654,235.46,20.98557988500825,15000.0,1450488.9,9015.091456745968,0,540.0
3.0,solar,bus_116,solar_3865,35.399983877055554,-117.89215974462962,304.7102801955195,555.68,20.956046218629005,15000.0,748010.2,8326.904253604604,0,540.0
1.0,solar,bus_116,solar_4974,33.90635758151053,-114.39158210489474,90.12806992541574,725.49,20.566563256377396,15000.0,151662.47,5015.97306034038,1,540.0
3.0,solar,bus_116,solar_5002,35.57314631072963,-117.75129999914815,307.6529523345629,321.51,20.805657171461945,15000.0,610527.6,14019.768686868687,0,540.0
2.0,solar,bus_116,solar_6866,35.773670081975865,-113.082849386,311.48128760461543,1975.87,20.3644778352278,15000.0,163287.61,3303.7093581362155,0,540.0
2.0,solar,bus_116,solar_6870,35.816540155793106,-115.27356027885715,239.72093630599676,511.49,20.3885561933549,15000.0,191078.33,4340.889018140537,0,540.0
1.0,solar,bus_116,solar_6877,34.20294672213158,-114.39158210489474,104.80598482599684,243.36,20.323107440582152,35000.0,248843.27,14732.03952695499,1,540.0
1.0,solar,bus_116,solar_7637,34.40067281587895,-116.0482380198421,106.086706192466,115.64,20.97164538263398,15000.0,329703.16,8637.77394621809,1,540.0
1.0,solar,bus_116,solar_8402,34.59839890962632,-116.18629267942106,131.1719167816413,800.57,20.779362880359272,35000.0,309062.75,5348.813514564577,1,540.0
1.0,solar,bus_116,solar_8406,34.59839890962632,-115.63407404110526,108.13899503572604,381.67,20.52282248996236,35000.0,307217.75,13701.886610865902,1,540.0
3.0,solar,bus_116,solar_8422,36.00605239491482,-118.878177963,416.3530249598431,1534.09,18.4643785313685,15000.0,147581.83,4738.016111105843,0,540.0
1.0,solar,bus_116,solar_8772,34.59839890962632,-115.21991006236843,104.64547487888144,1262.43,20.827260532201606,15000.0,285082.16,4698.472227915261,1,540.0
3.0,solar,bus_116,solar_8801,36.00605239491482,-118.0330194901111,359.49311479937813,1920.94,21.38626932296118,15000.0,166064.89,3150.371663040237,0,540.0
1.0,solar,bus_116,solar_9164,34.6972619565,-115.91018336026316,127.33115611102116,1370.69,20.80076673898595,15000.0,228099.69,4582.887685702328,1,540.0
3.0,solar,bus_116,solar_9554,36.09263361175185,-118.73731821751852,412.5292134070559,2675.24,19.246807189138497,35000.0,439531.4,4826.783703703703,0,540.0
2.0,solar,bus_116,solar_10302,35.94515037724483,-113.95913374314286,282.780147239353,774.09,20.206921077184717,35000.0,88726.28,5257.520563974944,0,540.0
3.0,solar,bus_116,solar_11083,36.26579604542593,-118.1738792355926,389.1514830535275,562.63,21.704051587967797,15000.0,407670.75,4334.185178850601,0,540.0
2.0,solar,bus_116,solar_11821,36.07376059869655,-115.36118871457143,268.3082360458733,1895.69,20.33245961018209,35000.0,267489.94,4568.217359904856,0,540.0
3.0,solar,bus_116,solar_11837,36.35237726226296,-118.5260285992963,417.9952602073433,3199.82,21.280843517492393,35000.0,657265.94,3555.5323979640634,0,540.0
2.0,solar,bus_116,solar_12188,36.07376059869655,-114.48490435742858,278.91418804437063,1034.83,19.649696670386444,35000.0,345709.78,6176.704732336498,0,540.0
3.0,solar,bus_116,solar_12223,36.35237726226296,-117.3287207627037,350.6825472173136,616.44,19.899699049838656,15000.0,431066.34,4162.50411039619,0,540.0
2.0,solar,bus_116,solar_12568,36.11663067251379,-114.74778966457143,278.0095984477859,907.88,19.391389919897858,35000.0,404530.84,7771.421293493865,0,540.0
3.0,solar,bus_116,solar_12591,36.35237726226296,-117.11743114448147,341.0489331575246,1283.28,20.986785155739607,35000.0,243376.78,5059.439440354808,0,540.0
2.0,solar,bus_116,solar_12954,36.159500746331034,-114.13439061457143,298.13811554373297,216.79,19.79746766913336,35000.0,467371.66,9295.096465069715,0,540.0
2.0,solar,bus_116,solar_12977,36.202370820148275,-114.923046536,284.9029694476604,422.82,19.98129969611502,35000.0,365625.44,4648.62371364967,0,540.0
2.0,solar,bus_116,solar_13734,36.28811096778276,-115.01067497171428,293.48306979353475,1435.71,20.022836093802365,35000.0,275067.38,4670.662091503268,0,540.0
2.0,solar,bus_116,solar_14502,36.3309810416,-114.923046536,299.0893731317366,1274.09,19.972700974607537,35000.0,392252.53,3317.1199651070892,0,540.0
1.0,wind,bus_117,wind_3840,32.91772711277368,-115.08185540278947,89.70541724608745,78.0,29.86654403472681,35000.0,257014.03,13494.356293888508,1,3370.0
1.0,wind,bus_117,wind_3841,32.91772711277368,-114.94380074321053,97.70619173328524,66.0,32.903536507098664,35000.0,317563.62,13922.127475281783,1,3370.0
3.0,wind,bus_117,wind_3867,34.18784684133704,-116.976571399,140.87120255464643,66.0,22.15517101019571,15000.0,550612.56,10357.109068159081,0,3370.0
3.0,wind,bus_117,wind_4614,34.274428058174074,-117.04700127174074,151.2527068610487,228.0,45.46469677479659,15000.0,542013.2,9597.691972840154,0,3370.0
3.0,wind,bus_117,wind_4625,34.361009275011114,-118.24430910833333,255.48730050509596,186.0,40.587012468578514,35000.0,411351.8,5539.314954486427,0,3370.0
1.0,wind,bus_117,wind_5738,33.01659015964737,-114.80574608363158,99.4092491659547,144.0,45.67545565294453,35000.0,185248.53,6033.371193415638,1,3370.0
3.0,wind,bus_117,wind_5759,34.534171708685186,-118.5260285992963,286.3771228520882,246.0,27.70681974270578,15000.0,579130.6,4889.942746873255,0,3370.0
3.0,wind,bus_117,wind_5762,34.534171708685186,-118.31473898107407,268.4116010935049,204.0,38.767218884089594,15000.0,378539.16,11720.692783303672,0,3370.0
1.0,wind,bus_117,wind_6124,33.11545320652105,-116.324347339,81.51760890649295,60.0,52.26981609860366,35000.0,376899.84,13854.580762104344,1,3370.0
2.0,wind,bus_117,wind_6862,35.173489048534485,-114.48490435742858,206.9681686558211,42.0,49.37766374099247,35000.0,362114.1,5022.801101628039,0,3370.0
2.0,wind,bus_117,wind_6864,35.173489048534485,-114.309647486,215.6536735389905,252.0,39.248624139220354,35000.0,454195.8,4487.393906682622,0,3370.0
2.0,wind,bus_117,wind_8004,35.216359122351726,-115.01067497171428,191.42352422148676,222.0,57.02361614208024,15000.0,347759.25,3906.8795749374895,0,3370.0
1.0,wind,bus_117,wind_8011,33.31317930026842,-115.63407404110526,29.145690869109703,228.0,17.733234099813693,15000.0,124354.65,5979.508496701373,1,3370.0
1.0,wind,bus_117,wind_8026,33.31317930026842,-113.701308807,182.2947362268687,126.0,33.18933618191138,35000.0,307217.75,13701.886610865902,1,3370.0
1.0,wind,bus_117,wind_8770,33.412042347142105,-113.9774181261579,155.30928677763,276.0,40.85052500898017,35000.0,139822.95,4952.446145236453,1,3370.0
1.0,wind,bus_117,wind_8775,33.51090539401579,-116.0482380198421,38.43110288074396,108.0,31.262503103984557,15000.0,240732.22,5543.147302292982,1,3370.0
2.0,wind,bus_117,wind_9542,35.25922919616897,-113.43336312885715,275.78236849928714,228.0,40.26782429171251,15000.0,206109.4,3636.3574772151674,0,3370.0
1.0,wind,bus_117,wind_9546,33.609768440889475,-116.18629267942106,50.670940302784885,258.0,31.322704717256308,35000.0,228112.95,6730.409007429606,1,3370.0
1.0,wind,bus_117,wind_9926,33.609768440889475,-115.7721287006842,12.755281810485622,288.0,29.121414121724055,35000.0,177124.89,5342.027528675423,1,3370.0
3.0,wind,bus_117,wind_10314,34.96707779287037,-118.38516885381482,295.8629104341848,246.0,41.28737036872091,15000.0,469507.75,3910.4721550060904,0,3370.0
3.0,wind,bus_117,wind_11080,35.05365900970741,-117.82172987188889,259.11122630996897,240.0,29.83449048851381,15000.0,473568.0,3140.1317006028785,0,3370.0
3.0,wind,bus_117,wind_11451,35.05365900970741,-117.39915063544444,230.43457106478544,216.0,31.922420034212657,35000.0,286184.66,5037.468664619892,0,3370.0
3.0,wind,bus_117,wind_11462,35.14024022654445,-118.59645847203703,322.3009430599776,72.0,30.90716157998361,15000.0,421182.88,4246.732688971792,0,3370.0
2.0,wind,bus_117,wind_12200,35.47357956525517,-115.44881715028572,211.8179131778373,282.0,35.868914710440556,35000.0,368521.7,3513.425303677313,0,3370.0
3.0,wind,bus_117,wind_12222,35.22682144338148,-118.80774809025925,343.70018195379515,180.0,7.294763642570183,15000.0,448000.2,4639.573607492375,0,3370.0
2.0,wind,bus_117,wind_13347,35.602189786706894,-115.36118871457143,226.8358165148323,240.0,31.74171522120349,35000.0,271069.88,4934.397613384755,0,3370.0
2.0,wind,bus_117,wind_13355,35.602189786706894,-114.66016122885715,242.60238891322703,258.0,46.71920613088312,35000.0,318633.25,4238.3168759567225,0,3370.0
2.0,wind,bus_117,wind_13719,35.602189786706894,-113.696248436,287.18804160927573,270.0,49.6009464184887,15000.0,369154.3,5210.298750561249,0,3370.0
2.0,wind,bus_117,wind_13723,35.602189786706894,-113.34573469314286,308.10004895095165,282.0,46.93785294623239,35000.0,342503.72,4586.018234119997,0,3370.0
2.0,wind,bus_117,wind_14115,35.645059860524135,-113.60862000028573,295.8876329748202,102.0,44.604152879739,35000.0,319696.4,5301.523045267489,0,3370.0
1.0,solar,bus_117,solar_1180,33.609768440889475,-113.9774181261579,154.11719488555175,119.51,20.66093307534744,35000.0,415575.4,10881.386489607035,1,540.0
1.0,solar,bus_117,solar_1938,33.70863148776316,-115.91018336026316,29.01466627936954,413.56,21.006451738438415,35000.0,136194.78,5589.921430933224,1,540.0
1.0,solar,bus_117,solar_2696,33.70863148776316,-114.5296367644737,103.92638528400516,975.34,20.23556579392014,15000.0,326046.84,5842.262500000001,1,540.0
3.0,solar,bus_117,solar_3481,35.31340266021852,-117.54001038092592,260.15277080564385,235.46,20.98557988500825,15000.0,1450488.9,9015.091456745968,0,540.0
3.0,solar,bus_117,solar_3865,35.399983877055554,-117.89215974462962,289.3717329134371,555.68,20.956046218629005,15000.0,748010.2,8326.904253604604,0,540.0
1.0,solar,bus_117,solar_4974,33.90635758151053,-114.39158210489474,121.23512852152174,725.49,20.566563256377396,15000.0,151662.47,5015.97306034038,1,540.0
3.0,solar,bus_117,solar_5002,35.57314631072963,-117.75129999914815,294.4172789129242,321.51,20.805657171461945,15000.0,610527.6,14019.768686868687,0,540.0
2.0,solar,bus_117,solar_6866,35.773670081975865,-113.082849386,338.3132482644865,1975.87,20.3644778352278,15000.0,163287.61,3303.7093581362155,0,540.0
2.0,solar,bus_117,solar_6870,35.816540155793106,-115.27356027885715,251.4727488694934,511.49,20.3885561933549,15000.0,191078.33,4340.889018140537,0,540.0
1.0,solar,bus_117,solar_6877,34.20294672213158,-114.39158210489474,134.7877076446645,243.36,20.323107440582152,35000.0,248843.27,14732.03952695499,1,540.0
1.0,solar,bus_117,solar_7637,34.40067281587895,-116.0482380198421,99.17381841091012,115.64,20.97164538263398,15000.0,329703.16,8637.77394621809,1,540.0
1.0,solar,bus_117,solar_8402,34.59839890962632,-116.18629267942106,124.3667779073064,800.57,20.779362880359272,35000.0,309062.75,5348.813514564577,1,540.0
1.0,solar,bus_117,solar_8406,34.59839890962632,-115.63407404110526,113.77259881334784,381.67,20.52282248996236,35000.0,307217.75,13701.886610865902,1,540.0
3.0,solar,bus_117,solar_8422,36.00605239491482,-118.878177963,400.52060461728774,1534.09,18.4643785313685,15000.0,147581.83,4738.016111105843,0,540.0
1.0,solar,bus_117,solar_8772,34.59839890962632,-115.21991006236843,120.19200587280324,1262.43,20.827260532201606,15000.0,285082.16,4698.472227915261,1,540.0
3.0,solar,bus_117,solar_8801,36.00605239491482,-118.0330194901111,347.50645608557335,1920.94,21.38626932296118,15000.0,166064.89,3150.371663040237,0,540.0
1.0,solar,bus_117,solar_9164,34.6972619565,-115.91018336026316,127.20323555617829,1370.69,20.80076673898595,15000.0,228099.69,4582.887685702328,1,540.0
3.0,solar,bus_117,solar_9554,36.09263361175185,-118.73731821751852,397.7333340781658,2675.24,19.246807189138497,35000.0,439531.4,4826.783703703703,0,540.0
2.0,solar,bus_117,solar_10302,35.94515037724483,-113.95913374314286,305.01770352499886,774.09,20.206921077184717,35000.0,88726.28,5257.520563974944,0,540.0
3.0,solar,bus_117,solar_11083,36.26579604542593,-118.1738792355926,377.9124429514847,562.63,21.704051587967797,15000.0,407670.75,4334.185178850601,0,540.0
2.0,solar,bus_117,solar_11821,36.07376059869655,-115.36118871457143,278.99317220233036,1895.69,20.33245961018209,35000.0,267489.94,4568.217359904856,0,540.0
3.0,solar,bus_117,solar_11837,36.35237726226296,-118.5260285992963,405.5217191341755,3199.82,21.280843517492393,35000.0,657265.94,3555.5323979640634,0,540.0
2.0,solar,bus_117,solar_12188,36.07376059869655,-114.48490435742858,297.17706319907984,1034.83,19.649696670386444,35000.0,345709.78,6176.704732336498,0,540.0
3.0,solar,bus_117,solar_12223,36.35237726226296,-117.3287207627037,344.97306551808424,616.44,19.899699049838656,15000.0,431066.34,4162.50411039619,0,540.0
2.0,solar,bus_117,solar_12568,36.11663067251379,-114.74778966457143,294.1020049833954,907.88,19.391389919897858,35000.0,404530.84,7771.421293493865,0,540.0
3.0,solar,bus_117,solar_12591,36.35237726226296,-117.11743114448147,336.8338705308598,1283.28,20.986785155739607,35000.0,243376.78,5059.439440354808,0,540.0
2.0,solar,bus_117,solar_12954,36.159500746331034,-114.13439061457143,318.519210301925,216.79,19.79746766913336,35000.0,467371.66,9295.096465069715,0,540.0
2.0,solar,bus_117,solar_12977,36.202370820148275,-114.923046536,299.3671471971855,422.82,19.98129969611502,35000.0,365625.44,4648.62371364967,0,540.0
2.0,solar,bus_117,solar_13734,36.28811096778276,-115.01067497171428,307.07656984112776,1435.71,20.022836093802365,35000.0,275067.38,4670.662091503268,0,540.0
2.0,solar,bus_117,solar_14502,36.3309810416,-114.923046536,313.32655769320075,1274.09,19.972700974607537,35000.0,392252.53,3317.1199651070892,0,540.0
1.0,wind,bus_118,wind_3840,32.91772711277368,-115.08185540278947,96.53323147428608,78.0,29.86654403472681,35000.0,257014.03,13494.356293888508,1,3370.0
1.0,wind,bus_118,wind_3841,32.91772711277368,-114.94380074321053,105.82418874383217,66.0,32.903536507098664,35000.0,317563.62,13922.127475281783,1,3370.0
3.0,wind,bus_118,wind_3867,34.18784684133704,-116.976571399,130.07123790483735,66.0,22.15517101019571,15000.0,550612.56,10357.109068159081,0,3370.0
3.0,wind,bus_118,wind_4614,34.274428058174074,-117.04700127174074,140.81948085292623,228.0,45.46469677479659,15000.0,542013.2,9597.691972840154,0,3370.0
3.0,wind,bus_118,wind_4625,34.361009275011114,-118.24430910833333,243.04132862701343,186.0,40.587012468578514,35000.0,411351.8,5539.314954486427,0,3370.0
1.0,wind,bus_118,wind_5738,33.01659015964737,-114.80574608363158,109.48722589627845,144.0,45.67545565294453,35000.0,185248.53,6033.371193415638,1,3370.0
3.0,wind,bus_118,wind_5759,34.534171708685186,-118.5260285992963,274.2195913269523,246.0,27.70681974270578,15000.0,579130.6,4889.942746873255,0,3370.0
3.0,wind,bus_118,wind_5762,34.534171708685186,-118.31473898107407,256.508266482044,204.0,38.767218884089594,15000.0,378539.16,11720.692783303672,0,3370.0
1.0,wind,bus_118,wind_6124,33.11545320652105,-116.324347339,68.18989769939893,60.0,52.26981609860366,35000.0,376899.84,13854.580762104344,1,3370.0
2.0,wind,bus_118,wind_6862,35.173489048534485,-114.48490435742858,217.6644867817547,42.0,49.37766374099247,35000.0,362114.1,5022.801101628039,0,3370.0
2.0,wind,bus_118,wind_6864,35.173489048534485,-114.309647486,226.9796282735565,252.0,39.248624139220354,35000.0,454195.8,4487.393906682622,0,3370.0
2.0,wind,bus_118,wind_8004,35.216359122351726,-115.01067497171428,199.50909206546993,222.0,57.02361614208024,15000.0,347759.25,3906.8795749374895,0,3370.0
1.0,wind,bus_118,wind_8011,33.31317930026842,-115.63407404110526,29.979181148474833,228.0,17.733234099813693,15000.0,124354.65,5979.508496701373,1,3370.0
1.0,wind,bus_118,wind_8026,33.31317930026842,-113.701308807,196.44256651655303,126.0,33.18933618191138,35000.0,307217.75,13701.886610865902,1,3370.0
1.0,wind,bus_118,wind_8770,33.412042347142105,-113.9774181261579,169.6736618833521,276.0,40.85052500898017,35000.0,139822.95,4952.446145236453,1,3370.0
1.0,wind,bus_118,wind_8775,33.51090539401579,-116.0482380198421,23.31603519784337,108.0,31.262503103984557,15000.0,240732.22,5543.147302292982,1,3370.0
2.0,wind,bus_118,wind_9542,35.25922919616897,-113.43336312885715,288.9405808715698,228.0,40.26782429171251,15000.0,206109.4,3636.3574772151674,0,3370.0
1.0,wind,bus_118,wind_9546,33.609768440889475,-116.18629267942106,36.51838463129821,258.0,31.322704717256308,35000.0,228112.95,6730.409007429606,1,3370.0
1.0,wind,bus_118,wind_9926,33.609768440889475,-115.7721287006842,7.698551326714688,288.0,29.121414121724055,35000.0,177124.89,5342.027528675423,1,3370.0
3.0,wind,bus_118,wind_10314,34.96707779287037,-118.38516885381482,285.4179008096416,246.0,41.28737036872091,15000.0,469507.75,3910.4721550060904,0,3370.0
3.0,wind,bus_118,wind_11080,35.05365900970741,-117.82172987188889,250.28898837001591,240.0,29.83449048851381,15000.0,473568.0,3140.1317006028785,0,3370.0
3.0,wind,bus_118,wind_11451,35.05365900970741,-117.39915063544444,223.0147727245908,216.0,31.922420034212657,35000.0,286184.66,5037.468664619892,0,3370.0
3.0,wind,bus_118,wind_11462,35.14024022654445,-118.59645847203703,312.0735752907705,72.0,30.90716157998361,15000.0,421182.88,4246.732688971792,0,3370.0
2.0,wind,bus_118,wind_12200,35.47357956525517,-115.44881715028572,216.8994931337652,282.0,35.868914710440556,35000.0,368521.7,3513.425303677313,0,3370.0
3.0,wind,bus_118,wind_12222,35.22682144338148,-118.80774809025925,333.39710004260365,180.0,7.294763642570183,15000.0,448000.2,4639.573607492375,0,3370.0
2.0,wind,bus_118,wind_13347,35.602189786706894,-115.36118871457143,232.30028647052205,240.0,31.74171522120349,35000.0,271069.88,4934.397613384755,0,3370.0
2.0,wind,bus_118,wind_13355,35.602189786706894,-114.66016122885715,251.47065264245575,258.0,46.71920613088312,35000.0,318633.25,4238.3168759567225,0,3370.0
2.0,wind,bus_118,wind_13719,35.602189786706894,-113.696248436,299.06193149059214,270.0,49.6009464184887,15000.0,369154.3,5210.298750561249,0,3370.0
2.0,wind,bus_118,wind_13723,35.602189786706894,-113.34573469314286,320.6649252362059,282.0,46.93785294623239,35000.0,342503.72,4586.018234119997,0,3370.0
2.0,wind,bus_118,wind_14115,35.645059860524135,-113.60862000028573,307.855313581626,102.0,44.604152879739,35000.0,319696.4,5301.523045267489,0,3370.0
1.0,solar,bus_118,solar_1180,33.609768440889475,-113.9774181261579,168.9955669330255,119.51,20.66093307534744,35000.0,415575.4,10881.386489607035,1,540.0
1.0,solar,bus_118,solar_1938,33.70863148776316,-115.91018336026316,20.90731457496012,413.56,21.006451738438415,35000.0,136194.78,5589.921430933224,1,540.0
